,Company,TypeName,Inches,Cpu,Ram,Memory1,Memory2,Gpu,OpSys,Price
1182,Dell,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Nvidia GeForce GT,Linux,47686.1328
1183,Acer,Notebook,15.6,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,17742.24
1184,HP,Notebook,15.6,Intel Core i7,6,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,42570.72
1185,Asus,Gaming,15.6,Intel Core i7,8,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,48431.52
1186,Dell,2 in 1 Convertible,15.6,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,62817.12
1187,Acer,Notebook,15.6,Intel Core i5,4,256GB SSD,No memory,Nvidia GeForce 940MX,Windows 10,36816.48
1188,Dell,Ultrabook,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Linux,58554.72
1189,Acer,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,138474.72
1190,Lenovo,Gaming,15.6,Intel Core i5,8,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,43636.32
1191,Samsung,2 in 1 Convertible,12.3,Samsung Cortex A72&A53,4,32GB Flash Storage,No memory,ARM Mali T860,Chrome OS,35111.52
1192,HP,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,25840.8
1193,Apple,Ultrabook,12.0,Intel Core M,8,256GB Flash Storage,No memory,Intel HD Graphics,Mac OS X,61964.64
1194,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,63882.72
1195,HP,Notebook,15.6,Intel Core i7,12,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,70702.56
1196,Lenovo,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,AMD Radeon R5,No OS,19607.04
1197,Asus,Gaming,17.3,Intel Core i7,16,512GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,114552.0
1198,Acer,Notebook,15.6,Intel Celeron Dual,4,1TB HDD,No memory,Intel HD Graphics,Linux,14492.16
1199,MSI,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,109165.392
1200,Dell,Notebook,15.6,Intel Core i3,4,128GB SSD,No memory,AMD Radeon R7,Windows 10,26586.72
1201,Lenovo,Notebook,15.6,Intel Core i7,8,500GB HDD,No memory,Nvidia GeForce 920MX,No OS,33513.12
1203,Dell,Ultrabook,13.3,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,142790.4
1204,Asus,Gaming,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,62284.32
1205,Dell,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,AMD Radeon R7,Windows 10,47365.92
1206,HP,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,30849.12
1207,Lenovo,Notebook,15.6,AMD E-Series,4,500GB HDD,No memory,AMD Radeon R2,Windows 10,15930.72
1208,Acer,Notebook,17.3,Intel Core i3,8,1TB HDD,No memory,Nvidia GeForce 940MX,Windows 10,33513.12
1209,Asus,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,130482.72
1210,Apple,Ultrabook,12.0,Intel Core M,8,512GB Flash Storage,No memory,Intel HD Graphics,Mac OS X,68145.12
1211,Asus,Notebook,15.6,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,93186.72
1212,MSI,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,103842.1872
1213,Dell,2 in 1 Convertible,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,53226.72
1214,Asus,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,103842.72
1215,Acer,Netbook,11.6,Intel Celeron Dual,2,32GB SSD,No memory,Intel HD Graphics,Chrome OS,9270.72
1216,Acer,Notebook,17.3,Intel Core i3,4,1TB HDD,No memory,Nvidia GeForce 940MX,Windows 10,31861.44
1217,Lenovo,Notebook,17.3,Intel Core i5,8,1TB HDD,No memory,Intel HD Graphics,No OS,28717.92
1218,Lenovo,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,67772.16
1219,Acer,2 in 1 Convertible,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,61218.72
1220,Lenovo,Notebook,15.6,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,81465.12
1221,MSI,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,78647.1408
1222,HP,Notebook,15.6,AMD A12-Series,6,1TB HDD,No memory,AMD Radeon 530,Windows 10,28185.12
1223,Dell,Ultrabook,12.5,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,91288.3536
1224,Dell,2 in 1 Convertible,15.0,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,27119.52
1225,Asus,Notebook,15.6,Intel Pentium Quad,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,16463.52
1226,Dell,Ultrabook,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,78694.56
1227,Dell,Notebook,15.6,Intel Core i5,4,1TB HDD,No memory,Intel HD Graphics,Linux,27804.7008
1228,Lenovo,Gaming,15.6,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,54825.12
1229,MSI,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,61218.72
1230,Lenovo,Netbook,12.5,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,87912.0
1231,Razer,Gaming,14.0,Intel Core i7,16,1TB SSD,No memory,Nvidia GeForce GTX,Windows 10,186426.72
1232,Dell,Notebook,15.6,Intel Core i3,8,1TB HDD,No memory,Intel HD Graphics,Windows 10,24988.8528
1233,MSI,Gaming,17.3,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,85141.44
1234,Apple,Ultrabook,11.6,Intel Core i5,4,256GB Flash Storage,No memory,Intel HD Graphics,Mac OS X,51095.52
1235,HP,Notebook,15.6,Intel Core i3,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,25467.84
1236,HP,Ultrabook,14.0,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 7,117119.5632
1237,Dell,Notebook,15.6,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 7,39267.36
1238,MSI,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,62284.32
1239,Lenovo,Notebook,13.3,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,79866.72
1240,Lenovo,Notebook,15.6,AMD A12-Series,6,256GB SSD,No memory,AMD Radeon 530,Windows 10,31838.5296
1241,Asus,Ultrabook,13.3,Intel Core i7,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,68198.4
1242,Acer,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Linux,19276.704
1243,Dell,2 in 1 Convertible,17.3,Intel Core i7,16,512GB SSD,No memory,Nvidia GeForce 940MX,Windows 10,95850.72
1244,HP,Notebook,14.0,Intel Core i5,4,256GB SSD,No memory,Intel HD Graphics,Windows 7,58607.4672
1246,Dell,Notebook,14.0,Intel Core i5,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,46620.0
1247,Asus,Gaming,15.6,Intel Core i7,16,256GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,123876.0
1248,Lenovo,Notebook,15.6,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,No OS,30529.44
1249,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,96596.64
1250,Dell,Notebook,15.6,Intel Pentium Quad,4,500GB HDD,No memory,Intel HD Graphics,Linux,17262.72
1251,HP,Notebook,15.6,AMD A6-Series,4,500GB HDD,No memory,AMD Radeon R4,Windows 10,21258.72
1252,Lenovo,Notebook,15.6,Intel Core i3,6,128GB SSD,No memory,Nvidia GeForce 920MX,Windows 10,30316.32
1253,Lenovo,Notebook,14.0,Intel Core i5,8,256GB SSD,No memory,Intel HD Graphics,Windows 10,57116.16
1254,Dell,Notebook,15.6,Intel Pentium Quad,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,23655.7872
1255,Asus,Notebook,15.6,Intel Celeron Dual,4,1TB HDD,No memory,Intel HD Graphics,Windows 10,18061.92
1256,Asus,Gaming,17.3,Intel Core i7,16,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,101232.0
1257,Dell,Notebook,15.6,Intel Core i3,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,26107.2
1258,Lenovo,Notebook,15.6,Intel Core i7,8,1.0TB Hybrid,No memory,AMD Radeon R5,Windows 7,47685.6
1259,MSI,Gaming,15.6,Intel Core i7,8,128GB SSD,1TB HDD,Nvidia GeForce GTX,Windows 10,65481.12
1260,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,44382.7728
1261,Asus,Ultrabook,13.3,Intel Core M,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,38841.12
1262,Dell,Notebook,15.6,Intel Core i3,6,1TB HDD,No memory,Intel HD Graphics,Windows 10,24455.52
1263,Acer,Notebook,15.6,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Linux,15397.92
1264,Dell,Notebook,15.6,Intel Celeron Dual,2,500GB HDD,No memory,Intel HD Graphics,Windows 10,20193.12
1265,Lenovo,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,47898.72
1266,HP,Notebook,15.6,AMD A9-Series,6,1.0TB Hybrid,No memory,AMD Radeon R7,Windows 10,29303.4672
1267,Dell,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,AMD Radeon R5,Linux,42943.1472
1268,HP,Netbook,11.6,Intel Celeron Dual,2,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,11135.52
1269,Asus,Notebook,15.6,Intel Core i7,4,500GB HDD,No memory,Nvidia GeForce 920M,Windows 10,38378.6496
1270,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,33992.64
1271,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,79866.72
1272,Lenovo,Notebook,14.0,Intel Celeron Dual,2,64GB Flash Storage,No memory,Intel HD Graphics,Windows 10,12201.12
1273,HP,Notebook,15.6,Intel Core i7,6,1TB HDD,No memory,AMD Radeon R5,Windows 10,40705.92
1274,Asus,Notebook,15.6,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,19660.32
1275,Asus,Ultrabook,13.3,Intel Core M,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,38841.12
1276,Dell,Notebook,15.6,Intel Core i3,6,1TB HDD,No memory,Intel HD Graphics,Windows 10,24455.52
1277,Acer,Notebook,15.6,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Linux,15397.92
1278,Dell,Notebook,15.6,Intel Celeron Dual,2,500GB HDD,No memory,Intel HD Graphics,Windows 10,20193.12
1279,Lenovo,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,47898.72
1280,HP,Notebook,15.6,AMD A9-Series,6,1.0TB Hybrid,No memory,AMD Radeon R7,Windows 10,29303.4672
1281,Dell,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,AMD Radeon R5,Linux,42943.1472
1282,HP,Netbook,11.6,Intel Celeron Dual,2,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,11135.52
1283,Asus,Notebook,15.6,Intel Core i7,4,500GB HDD,No memory,Nvidia GeForce 920M,Windows 10,38378.6496
1284,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,33992.64
1285,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,79866.72
1286,Lenovo,Notebook,14.0,Intel Celeron Dual,2,64GB Flash Storage,No memory,Intel HD Graphics,Windows 10,12201.12
1287,HP,Notebook,15.6,Intel Core i7,6,1TB HDD,No memory,AMD Radeon R5,Windows 10,40705.92
1288,Asus,Notebook,15.6,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,19660.32
1289,Asus,Ultrabook,13.3,Intel Core M,8,512GB SSD,No memory,Intel HD Graphics,Windows 10,38841.12
1290,Dell,Notebook,15.6,Intel Core i3,6,1TB HDD,No memory,Intel HD Graphics,Windows 10,24455.52
1291,Acer,Notebook,15.6,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Linux,15397.92
1292,Dell,Notebook,15.6,Intel Celeron Dual,2,500GB HDD,No memory,Intel HD Graphics,Windows 10,20193.12
1293,Lenovo,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,Nvidia GeForce GTX,Windows 10,47898.72
1294,HP,Notebook,15.6,AMD A9-Series,6,1.0TB Hybrid,No memory,AMD Radeon R7,Windows 10,29303.4672
1295,Dell,Notebook,15.6,Intel Core i7,8,1TB HDD,No memory,AMD Radeon R5,Linux,42943.1472
1296,HP,Netbook,11.6,Intel Celeron Dual,2,32GB Flash Storage,No memory,Intel HD Graphics,Windows 10,11135.52
1297,Asus,Notebook,15.6,Intel Core i7,4,500GB HDD,No memory,Nvidia GeForce 920M,Windows 10,38378.6496
1298,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,4,128GB SSD,No memory,Intel HD Graphics,Windows 10,33992.64
1299,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,512GB SSD,No memory,Intel HD Graphics,Windows 10,79866.72
1300,Lenovo,Notebook,14.0,Intel Celeron Dual,2,64GB Flash Storage,No memory,Intel HD Graphics,Windows 10,12201.12
1301,HP,Notebook,15.6,Intel Core i7,6,1TB HDD,No memory,AMD Radeon R5,Windows 10,40705.92
1302,Asus,Notebook,15.6,Intel Celeron Dual,4,500GB HDD,No memory,Intel HD Graphics,Windows 10,19660.32
